solution_id,method,sensor,algorithm,data_rate_Hz,geometric_LOD,condition_LOD,detection_threshold,storage,communication,deployment,crew_size,inspection_cycle_days,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,detection_recall,system_MTBF_hours,system_MTBF_years,annual_cost_USD,cost_per_km_year,carbon_footprint_tons_CO2_year,is_feasible,constraint_violation,time_seconds
1,ExpertHeuristic-LowCost,MMS_ZF_Profiler9020C,DL_YOLOv8_SOTA,32.5,Meso,Meso,0.58,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Jetson_AGX_Orin,2,73,4934703.530828442,0.051173700917091614,191.71926020137784,43.82175626376822,2584.3903714285716,0.00015532621613371434,0.9488262990829084,6438.06322520043,0.7349387243379486,493470.35308284423,2467.351765414221,2.5843903714285714,True,0.0,0.005761146545410156
2,ExpertHeuristic-Balanced,TLS_Leica_RTC360,ML_SVM_Optimized,46.0,Meso,Meso,0.62,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,3,44,51756670.402540766,0.07175754226375142,359.94122840487546,500.0,2066.808796590909,0.00016912496562630156,0.9282424577362486,5912.787602331872,0.6749757536908529,5175667.040254077,25878.335201270384,2.0668087965909088,False,41756670.402540766,0.005761146545410156
3,ExpertHeuristic-QuickDeploy,TLS_Leica_RTC360,DL_EfficientNet_B0,41.5,Meso,Meso,0.58,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Jetson_AGX_Orin,3,37,89813890.97183184,0.07585818002124345,400.0,500.0,2239.3967216216215,0.00017667324809718466,0.9241418199787566,5660.166498155502,0.6461377280999432,8981389.097183185,44906.94548591592,2.2393967216216213,False,79813890.97183184,0.005761146545410156
4,ExpertHeuristic-Urban,TLS_Leica_RTC360,DL_SAM_Detectron2,50.5,Meso,Meso,0.62,Storage_Google_Cloud,Communication_LoRaWAN_Gateway,Deployment_Intel_NUC_Extreme,4,30,130311785.86156741,0.15026808160236782,400.0,500.0,3046.7449633333335,0.00019046327872932056,0.8497319183976322,5250.35590414866,0.5993556968206233,13031178.58615674,65155.8929307837,3.0467449633333334,False,120311785.86156741,0.005761146545410156
5,ExpertHeuristic-Rural,MMS_ZF_Profiler9020C,Edge_TinyYOLO_v4,32.5,Meso,Meso,0.58,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Jetson_AGX_Orin,2,92,4306918.121239805,0.08706577244027136,233.92473684210526,34.77161094842479,2514.733707763975,0.000168977009784508,0.9129342275597286,5917.964824180958,0.6755667607512509,430691.8121239805,2153.4590606199026,2.514733707763975,False,33.92473684210526,0.005761146545410156
6,ExpertHeuristic-Sustainable,MMS_ZF_Profiler9020C,DL_YOLOv8_SOTA,23.5,Meso,Meso,0.58,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Jetson_AGX_Orin,2,110,4489665.958295827,0.051173700917091614,212.34557894736838,29.081710975046178,2387.5635657662338,0.000168977009784508,0.9488262990829084,5917.964824180958,0.6755667607512509,448966.59582958266,2244.832979147913,2.387563565766234,False,12.34557894736838,0.005761146545410156
7,ExpertHeuristic-Reliable,FOS_Luna_ODiSI,DL_SAM_Detectron2,46.0,Meso,Meso,0.62,Storage_AWS_S3_Standard,Communication_LoRaWAN_Gateway,Deployment_Cloud_GPU_A4000,3,37,154610213.90537935,0.07378164660246522,267.06309122529643,0.3286631719782617,312.3411166212613,0.00013118885599058635,0.9262183533975348,7622.598676153991,0.8701596662276245,15461021.390537936,77305.10695268968,0.3123411166212613,False,144610213.90537935,0.005761146545410156
8,ExpertHeuristic-Emergency,UAV_Riegl_miniVUX3,Traditional_Otsu_Enhanced,59.50000000000001,Meso,Meso,0.5,Storage_Google_Cloud,Communication_LoRaWAN_Gateway,Deployment_Cloud_H100,4,8,35189045.93256668,0.09556532802060613,400.0,231.40829045537333,3466.429607916667,8.922871878171085e-05,0.9044346719793939,11207.154082828423,1.2793554889073542,3518904.593256668,17594.52296628334,3.466429607916667,False,25189045.93256668,0.005761146545410156
9,ExpertHeuristic-Research,MMS_Leica_TRK300,DL_AttentionUNet_Crack,64.0,Meso,Meso,0.6599999999999999,Storage_AWS_S3_Standard,Communication_LoRaWAN_Gateway,Deployment_Cloud_GPU_A4000,5,19,7633497.802582009,0.06723245058784999,400.0,274.3771561778237,3700.822787368421,0.00015731319461492497,0.93276754941215,6356.745868951579,0.7256559211131939,763349.7802582008,3816.748901291004,3.7008227873684207,False,200.0,0.005761146545410156
10,ExpertHeuristic-Practical,TLS_Leica_RTC360,DL_YOLOv8_Nano,46.0,Meso,Meso,0.58,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,3,41,81575783.16703197,0.05896701346479172,400.0,500.0,2198.882409756098,0.00017416698243302427,0.9410329865352083,5741.616384635641,0.6554356603465343,8157578.316703198,40787.891583515986,2.1988824097560977,False,71575783.16703197,0.005761146545410156
